Epoch, training loss, validation loss, validation accuracy, ,,
412,1.968765,1.958910,0.341000, ,,
413,1.967769,1.957566,0.371000, ,,
414,1.966610,1.956728,0.406000, ,,
415,1.965309,1.955229,0.415000, ,,
416,1.964562,1.954069,0.398000, ,,
417,1.963384,1.952939,0.323000, ,,
418,1.962554,1.952105,0.394000, ,,
419,1.961331,1.950999,0.381000, ,,
420,1.960215,1.950866,0.441000, ,,
421,1.958900,1.949025,0.480000, ,,
422,1.957930,1.947983,0.456000, ,,
423,1.956934,1.946760,0.322000, ,,
424,1.955854,1.946098,0.423000, ,,
425,1.954862,1.944691,0.414000, ,,
426,1.953628,1.944152,0.478000, ,,
427,1.952671,1.942854,0.427000, ,,
428,1.951691,1.941750,0.385000, ,,
429,1.950820,1.940521,0.391000, ,,
430,1.949490,1.940187,0.506000, ,,
431,1.948995,1.939304,0.472000, ,,
432,1.947895,1.938184,0.451000, ,,
433,1.946899,1.936590,0.337000, ,,
434,1.945738,1.935537,0.393000, ,,
435,1.945026,1.934949,0.408000, ,,
436,1.943750,1.934424,0.471000, ,,
437,1.942831,1.933237,0.448000, ,,
438,1.941667,1.931591,0.446000, ,,
439,1.940577,1.931221,0.516000, ,,
440,1.939585,1.930340,0.475000, ,,
441,1.938823,1.928821,0.436000, ,,
442,1.937700,1.928078,0.421000, ,,
443,1.936433,1.927108,0.489000, ,,
444,1.935618,1.926173,0.554000, ,,
445,1.934887,1.925366,0.410000, ,,
446,1.933570,1.923870,0.500000, ,,
447,1.932310,1.923215,0.508000, ,,
448,1.931671,1.921836,0.434000, ,,
449,1.930622,1.921680,0.552000, ,,
450,1.929417,1.919957,0.430000, ,,
451,1.928648,1.918936,0.480000, ,,
452,1.927445,1.918117,0.510000, ,,
453,1.926425,1.917375,0.503000, ,,
454,1.925394,1.915842,0.458000, ,,
455,1.924249,1.915458,0.588000, ,,
456,1.923169,1.914323,0.512000, ,,
457,1.922786,1.912763,0.440000, ,,
458,1.921315,1.912121,0.542000, ,,
459,1.920090,1.910946,0.497000, ,,
460,1.919328,1.909702,0.471000, ,,
461,1.917964,1.909372,0.614000, ,,
462,1.917138,1.907789,0.471000, ,,
463,1.915580,1.907081,0.579000, ,,
464,1.914583,1.906007,0.533000, ,,
465,1.913798,1.904769,0.463000, ,,
466,1.912457,1.904193,0.556000, ,,
467,1.911089,1.903064,0.547000, ,,
468,1.910252,1.901810,0.556000, ,,
469,1.909206,1.900429,0.495000, ,,
470,1.907913,1.899774,0.514000, ,,
471,1.906903,1.898197,0.528000, ,,
472,1.905671,1.897155,0.517000, ,,
473,1.904287,1.896274,0.561000, ,,
474,1.903827,1.895402,0.544000, ,,
475,1.902588,1.894500,0.563000, ,,
476,1.900734,1.892747,0.522000, ,,
477,1.899859,1.891627,0.545000, ,,
478,1.899005,1.890568,0.600000, ,,
479,1.897444,1.889255,0.490000, ,,
480,1.896246,1.888660,0.566000, ,,
481,1.894916,1.887542,0.610000, ,,
482,1.894139,1.885878,0.525000, ,,
483,1.892213,1.884895,0.595000, ,,
484,1.892100,1.884021,0.637000, ,,
485,1.890034,1.882084,0.520000, ,,
486,1.888724,1.881254,0.572000, ,,
487,1.887591,1.880129,0.593000, ,,
488,1.886264,1.878947,0.486000, ,,
489,1.884840,1.877477,0.536000, ,,
490,1.883739,1.876900,0.571000, ,,
491,1.882825,1.875479,0.626000, ,,
492,1.880968,1.873987,0.602000, ,,
493,1.879586,1.872332,0.572000, ,,
494,1.877983,1.870929,0.580000, ,,
495,1.877029,1.870363,0.607000, ,,
496,1.875464,1.868590,0.585000, ,,
497,1.873750,1.867238,0.618000, ,,
498,1.872788,1.865937,0.615000, ,,
499,1.870600,1.864211,0.543000, ,,
500,1.869468,1.863117,0.544000, ,,
501,1.868152,1.862286,0.662000, ,,
502,1.866358,1.860885,0.643000, ,,
503,1.865307,1.859180,0.586000, ,,
504,1.863595,1.857634,0.573000, ,,
505,1.862021,1.855913,0.593000, ,,
506,1.860675,1.854517,0.563000, ,,
507,1.858825,1.853410,0.624000, ,,
508,1.857262,1.852026,0.607000, ,,
509,1.855645,1.850358,0.612000, ,,
510,1.853919,1.848527,0.555000, ,,
511,1.852578,1.847181,0.592000, ,,
512,1.850617,1.845299,0.603000, ,,
513,1.849045,1.844249,0.647000, ,,
514,1.847300,1.842470,0.635000, ,,
515,1.845933,1.840703,0.592000, ,,
516,1.843946,1.839484,0.639000, ,,
517,1.842394,1.837932,0.577000, ,,
518,1.840392,1.835923,0.622000, ,,
519,1.838781,1.834170,0.624000, ,,
520,1.837127,1.832605,0.596000, ,,
521,1.835283,1.831435,0.621000, ,,
522,1.833235,1.829216,0.614000, ,,
523,1.831680,1.827185,0.618000, ,,
524,1.829467,1.825655,0.588000, ,,
525,1.827848,1.823977,0.657000, ,,
526,1.825731,1.822292,0.631000, ,,
527,1.823563,1.820165,0.560000, ,,
528,1.821882,1.818814,0.646000, ,,
529,1.820178,1.816613,0.646000, ,,
530,1.818432,1.814671,0.596000, ,,
531,1.816494,1.813381,0.650000, ,,
532,1.813906,1.810860,0.630000, ,,
533,1.812342,1.808847,0.589000, ,,
534,1.809638,1.807162,0.660000, ,,
535,1.807619,1.804792,0.651000, ,,
536,1.805247,1.803040,0.637000, ,,
537,1.803028,1.801205,0.656000, ,,
538,1.800831,1.799170,0.645000, ,,
539,1.798787,1.796724,0.638000, ,,
540,1.796463,1.794826,0.617000, ,,
541,1.794245,1.792713,0.631000, ,,
542,1.792159,1.790572,0.639000, ,,
543,1.789645,1.788325,0.650000, ,,
544,1.787390,1.786012,0.642000, ,,
545,1.785378,1.784059,0.630000, ,,
546,1.782481,1.781938,0.672000, ,,
547,1.780059,1.779434,0.658000, ,,
548,1.777609,1.776887,0.618000, ,,
549,1.775326,1.774809,0.633000, ,,
550,1.773053,1.772888,0.640000, ,,
551,1.770888,1.769536,0.572000, ,,
552,1.767786,1.767872,0.645000, ,,
553,1.764989,1.765529,0.672000, ,,
554,1.762259,1.762427,0.643000, ,,
555,1.759719,1.759962,0.617000, ,,
556,1.757196,1.757826,0.648000, ,,
557,1.754560,1.755221,0.640000, ,,
558,1.751888,1.752574,0.645000, ,,
559,1.749029,1.750027,0.622000, ,,
560,1.746216,1.747265,0.601000, ,,
561,1.743069,1.744745,0.651000, ,,
562,1.740483,1.741511,0.635000, ,,
563,1.737559,1.738973,0.639000, ,,
564,1.734878,1.736588,0.645000, ,,
565,1.731518,1.733883,0.652000, ,,
566,1.728611,1.731019,0.648000, ,,
567,1.725858,1.728090,0.642000, ,,
568,1.722565,1.725167,0.650000, ,,
569,1.719579,1.721989,0.646000, ,,
570,1.716360,1.719723,0.672000, ,,
571,1.713195,1.716514,0.663000, ,,
572,1.709975,1.713446,0.650000, ,,
573,1.706884,1.710251,0.643000, ,,
574,1.703768,1.707583,0.663000, ,,
575,1.700189,1.704290,0.653000, ,,
576,1.697192,1.701193,0.623000, ,,
577,1.694070,1.698194,0.668000, ,,
578,1.690487,1.694941,0.643000, ,,
579,1.686881,1.691634,0.641000, ,,
580,1.683664,1.688481,0.663000, ,,
581,1.679885,1.685268,0.669000, ,,
582,1.676747,1.682275,0.674000, ,,
583,1.673514,1.678434,0.638000, ,,
584,1.669681,1.675542,0.651000, ,,
585,1.666443,1.672111,0.662000, ,,
586,1.662349,1.668666,0.649000, ,,
587,1.658785,1.665082,0.669000, ,,
588,1.655270,1.661446,0.662000, ,,
589,1.651193,1.658081,0.655000, ,,
590,1.647770,1.654620,0.645000, ,,
591,1.644405,1.651619,0.688000, ,,
592,1.640151,1.647274,0.643000, ,,
593,1.636520,1.643808,0.656000, ,,
594,1.632826,1.640119,0.654000, ,,
595,1.628807,1.636443,0.670000, ,,
596,1.624869,1.632975,0.663000, ,,
597,1.621158,1.629336,0.660000, ,,
598,1.616932,1.625944,0.671000, ,,
599,1.612785,1.621660,0.657000, ,,
600,1.608827,1.617472,0.664000, ,,
601,1.604766,1.613626,0.659000, ,,
602,1.600938,1.610542,0.674000, ,,
603,1.596655,1.606134,0.658000, ,,
604,1.592859,1.602665,0.668000, ,,
605,1.588572,1.598725,0.670000, ,,
606,1.584536,1.594516,0.649000, ,,
607,1.580492,1.590804,0.652000, ,,
608,1.575980,1.586517,0.670000, ,,
609,1.571988,1.582499,0.658000, ,,
610,1.567351,1.578597,0.675000, ,,
611,1.563169,1.574678,0.664000, ,,
612,1.558902,1.570692,0.672000, ,,
613,1.554912,1.566437,0.654000, ,,
614,1.550311,1.562702,0.670000, ,,
615,1.546107,1.557917,0.672000, ,,
616,1.542297,1.554006,0.685000, ,,
617,1.537240,1.550369,0.663000, ,,
618,1.533171,1.545855,0.656000, ,,
619,1.528490,1.541841,0.672000, ,,
620,1.523931,1.537428,0.677000, ,,
621,1.520042,1.533275,0.676000, ,,
622,1.515407,1.528735,0.667000, ,,
623,1.510937,1.525233,0.681000, ,,
624,1.506901,1.520907,0.685000, ,,
625,1.502031,1.516184,0.666000, ,,
626,1.497821,1.512435,0.678000, ,,
627,1.493177,1.507544,0.668000, ,,
628,1.488729,1.503347,0.670000, ,,
629,1.484327,1.499063,0.681000, ,,
630,1.480103,1.495011,0.680000, ,,
631,1.475391,1.491079,0.685000, ,,
632,1.470829,1.486837,0.688000, ,,
633,1.466152,1.482365,0.686000, ,,
634,1.461981,1.477940,0.681000, ,,
635,1.457395,1.473203,0.679000, ,,
636,1.452741,1.469186,0.686000, ,,
637,1.448270,1.464787,0.686000, ,,
638,1.443513,1.460299,0.667000, ,,
639,1.439292,1.456332,0.689000, ,,
640,1.434888,1.451989,0.689000, ,,
641,1.430027,1.447558,0.679000, ,,
642,1.426008,1.443201,0.690000, ,,
643,1.421029,1.439021,0.684000, ,,
644,1.417007,1.434636,0.686000, ,,
645,1.412242,1.430764,0.682000, ,,
646,1.407599,1.425802,0.681000, ,,
647,1.403486,1.421628,0.688000, ,,
648,1.399701,1.417953,0.703000, ,,
649,1.394757,1.412959,0.678000, ,,
650,1.390078,1.409189,0.682000, ,,
651,1.385673,1.404563,0.692000, ,,
652,1.380987,1.400212,0.694000, ,,
653,1.376941,1.396399,0.686000, ,,
654,1.372596,1.391734,0.686000, ,,
655,1.367940,1.387736,0.695000, ,,
656,1.363900,1.383262,0.682000, ,,
657,1.359056,1.378953,0.691000, ,,
658,1.354627,1.375038,0.695000, ,,
659,1.350608,1.370636,0.695000, ,,
660,1.345829,1.366783,0.703000, ,,
