Epoch, training loss, validation loss, validation accuracy,,,
556,0.174213,0.305569,0.911000,,,
557,0.174035,0.305966,0.911000,,,
558,0.173662,0.305708,0.911000,,,
559,0.173465,0.305681,0.911000,,,
560,0.173167,0.305729,0.911000,,,
561,0.172906,0.305602,0.911000,,,
562,0.172719,0.305554,0.911000,,,
563,0.172475,0.305729,0.911000,,,
564,0.172234,0.305543,0.911000,,,
565,0.171943,0.305603,0.912000,,,
566,0.171677,0.305514,0.911000,,,
567,0.171414,0.305489,0.911000,,,
568,0.171171,0.305346,0.913000,,,
569,0.170913,0.305249,0.913000,,,
570,0.170681,0.305454,0.913000,,,
571,0.170408,0.305506,0.912000,,,
572,0.170127,0.305297,0.912000,,,
573,0.169946,0.305431,0.913000,,,
574,0.169780,0.305277,0.913000,,,
575,0.169443,0.305214,0.913000,,,
576,0.169146,0.305334,0.913000,,,
577,0.168904,0.305096,0.913000,,,
578,0.168684,0.305313,0.913000,,,
579,0.168460,0.305288,0.912000,,,
580,0.168209,0.304999,0.912000,,,
581,0.168004,0.305208,0.912000,,,
582,0.167684,0.304981,0.913000,,,
583,0.167419,0.304965,0.913000,,,
584,0.167276,0.305049,0.914000,,,
585,0.166948,0.305073,0.913000,,,
586,0.166712,0.305165,0.912000,,,
587,0.166485,0.305134,0.913000,,,
588,0.166243,0.305134,0.913000,,,
589,0.165996,0.305187,0.912000,,,
590,0.165756,0.305124,0.912000,,,
591,0.165499,0.304915,0.914000,,,
592,0.165266,0.305007,0.913000,,,
593,0.165143,0.305132,0.913000,,,
594,0.164746,0.305028,0.913000,,,
595,0.164523,0.304849,0.914000,,,
596,0.164337,0.304792,0.914000,,,
597,0.164112,0.304932,0.914000,,,
598,0.163879,0.304908,0.913000,,,
599,0.163602,0.304955,0.914000,,,
600,0.163355,0.304812,0.913000,,,
601,0.163127,0.304935,0.914000,,,
602,0.162888,0.304699,0.914000,,,
603,0.162652,0.304800,0.913000,,,
604,0.162399,0.305020,0.914000,,,
605,0.162182,0.304984,0.914000,,,
606,0.161964,0.304896,0.913000,,,
607,0.161687,0.304807,0.914000,,,
608,0.161463,0.304643,0.915000,,,
609,0.161214,0.304669,0.914000,,,
610,0.161002,0.304788,0.914000,,,
611,0.160791,0.304813,0.915000,,,
612,0.160587,0.304578,0.915000,,,
613,0.160248,0.304732,0.915000,,,
614,0.160051,0.304790,0.915000,,,
615,0.159811,0.304872,0.915000,,,
616,0.159628,0.304963,0.915000,,,
617,0.159355,0.304699,0.915000,,,
618,0.159160,0.304680,0.915000,,,
619,0.158926,0.304710,0.915000,,,
620,0.158665,0.304867,0.915000,,,
621,0.158444,0.304716,0.915000,,,
622,0.158203,0.304755,0.915000,,,
623,0.157952,0.304545,0.915000,,,
624,0.157816,0.304744,0.915000,,,
